Date;SIE;ALVG;VOWG
13-Jan-2023;142.4400;217.7500;125.1000
12-Jan-2023;142.0600;217.7000;128.7200
11-Jan-2023;140.1600;215.4000;127.7800
10-Jan-2023;138.1400;216.3000;127.2800
09-Jan-2023;138.3400;213.6500;128.0200
06-Jan-2023;136.1400;211.8000;128.1600
05-Jan-2023;134.8400;209.5500;127.1200
04-Jan-2023;135.2800;211.5000;125.8800
03-Jan-2023;130.9400;205.2000;122.0600
02-Jan-2023;129.8200;203.0500;120.0400
30-Dez-2022;129.6400;200.9000;116.4200
29-Dez-2022;130.4400;203.7000;116.1400
28-Dez-2022;128.4200;202.1500;114.9600
27-Dez-2022;129.5200;203.0500;115.8600
23-Dez-2022;128.5400;202.2000;115.6600
22-Dez-2022;128.5600;202.5500;114.8800
21-Dez-2022;129.9000;203.7000;119.7800
20-Dez-2022;127.7800;200.0000;119.2200
19-Dez-2022;128.0200;199.3200;121.9800
16-Dez-2022;127.0800;197.8600;136.5400
15-Dez-2022;127.5200;198.8600;133.5600
14-Dez-2022;133.0200;204.0000;137.7600
13-Dez-2022;134.8600;205.4500;137.7800
12-Dez-2022;134.3000;202.9000;136.1200
09-Dez-2022;133.4400;204.7000;137.2400
08-Dez-2022;132.0000;203.6500;136.6000
07-Dez-2022;132.9000;203.6500;137.6000
06-Dez-2022;133.7600;203.4000;139.8000
05-Dez-2022;135.4400;203.0000;140.8400
02-Dez-2022;134.7000;202.6500;139.0200
01-Dez-2022;133.6600;203.7500;139.3800
30-Nov-2022;131.2200;204.3500;139.9000
29-Nov-2022;133.0800;205.6000;137.8400
28-Nov-2022;131.5400;203.8000;135.2400
25-Nov-2022;132.0600;205.3500;136.5600
24-Nov-2022;130.9600;204.9500;137.0000
23-Nov-2022;130.6800;204.3500;137.1400
22-Nov-2022;130.6800;204.7500;139.7600
21-Nov-2022;129.1000;203.5000;139.6400
18-Nov-2022;132.5000;203.9500;141.8600
17-Nov-2022;129.5800;201.6500;138.6000
16-Nov-2022;121.1200;202.2500;137.4000
15-Nov-2022;123.1200;200.1500;143.4000
14-Nov-2022;122.8600;202.0000;143.4400
11-Nov-2022;122.6000;200.6500;142.6800
10-Nov-2022;120.7000;200.0500;139.0000
09-Nov-2022;115.7600;188.9200;135.2600
08-Nov-2022;116.5400;188.3600;136.3400
07-Nov-2022;114.5600;187.3400;136.3600
04-Nov-2022;113.0400;188.1400;133.0800
03-Nov-2022;108.1000;185.3800;127.9200
02-Nov-2022;110.3200;184.8600;131.0200
01-Nov-2022;112.3000;184.3200;132.2000
31-Okt-2022;110.6400;182.2000;129.3400
28-Okt-2022;111.4400;181.4000;128.2400
27-Okt-2022;112.2000;180.0200;130.7000
26-Okt-2022;112.3600;177.9000;131.0400
25-Okt-2022;111.2400;177.3600;131.1800
24-Okt-2022;109.8400;176.6800;130.2200
21-Okt-2022;106.8400;173.4600;129.6400
20-Okt-2022;107.9000;172.8800;129.8800
19-Okt-2022;107.9800;172.3800;129.8600
18-Okt-2022;108.3200;170.2800;130.4000
17-Okt-2022;107.0200;170.2600;127.7800
14-Okt-2022;104.1600;167.4200;124.2800
13-Okt-2022;105.2400;166.4600;124.1600
12-Okt-2022;102.4400;164.3400;123.0800
11-Okt-2022;103.1000;164.6200;123.3000
10-Okt-2022;103.8800;164.8600;124.4600
07-Okt-2022;102.6600;164.3000;130.2800
06-Okt-2022;105.1400;164.9400;132.3800
05-Okt-2022;104.2400;166.1200;129.6200
04-Okt-2022;106.3200;167.2000;131.3400
03-Okt-2022;100.9200;161.5400;126.4400
30-Sep-2022;101.2000;161.8000;126.4000
29-Sep-2022;98.2600;159.6200;128.4600
28-Sep-2022;99.4600;160.7200;137.9000
27-Sep-2022;97.9200;163.7400;136.7400
26-Sep-2022;98.2500;165.7400;138.2200
23-Sep-2022;98.6300;168.7400;140.1600
22-Sep-2022;99.0600;172.2200;147.3600
21-Sep-2022;100.9000;171.8400;147.9400
20-Sep-2022;99.3700;171.8600;146.9000
19-Sep-2022;101.0000;174.1000;147.0000
16-Sep-2022;100.1400;174.1600;145.4600
15-Sep-2022;102.0200;173.5200;149.3000
14-Sep-2022;102.7200;172.1200;150.3400
13-Sep-2022;104.5600;174.4800;148.7200
12-Sep-2022;107.5800;176.4000;152.0000
09-Sep-2022;105.0000;168.6200;146.9800
08-Sep-2022;103.1200;167.5600;146.1200
07-Sep-2022;104.4600;166.3600;148.7200
06-Sep-2022;103.5200;169.1400;148.8200
05-Sep-2022;102.0600;168.7400;143.5000
02-Sep-2022;104.8800;172.3600;148.9600
01-Sep-2022;99.6200;166.2200;139.6200
31-Aug-2022;101.0800;168.5800;142.1400
30-Aug-2022;103.7400;170.1400;145.9000
29-Aug-2022;102.2200;169.4200;142.6000
26-Aug-2022;102.9000;170.5800;140.9400
25-Aug-2022;105.2800;173.2800;141.8800
24-Aug-2022;104.8600;172.7200;141.3800
23-Aug-2022;103.2000;173.6000;142.0000
22-Aug-2022;103.7000;173.5000;139.4000
19-Aug-2022;108.2000;176.0200;145.7600
18-Aug-2022;110.2600;178.5200;148.9200
17-Aug-2022;108.6400;177.5400;147.0000
16-Aug-2022;112.0400;179.9400;150.6000
15-Aug-2022;112.2000;178.7800;150.0200
12-Aug-2022;111.8400;181.0800;148.3200
11-Aug-2022;109.9200;179.0000;146.9400
10-Aug-2022;109.1800;178.5000;145.9200
09-Aug-2022;106.5200;178.5600;142.8600
08-Aug-2022;109.4000;177.8400;145.7000
05-Aug-2022;108.6400;176.6400;143.4400
04-Aug-2022;109.2600;179.4600;143.6000
03-Aug-2022;107.5400;179.1800;144.4800
02-Aug-2022;106.4000;176.2400;141.5200
01-Aug-2022;107.0200;178.2800;138.6200
29-Jul-2022;108.5400;177.3200;137.3000
28-Jul-2022;106.1000;173.3800;135.6000
27-Jul-2022;104.5200;173.8200;130.8000
26-Jul-2022;102.8400;173.6400;130.4200
25-Jul-2022;104.4000;174.4200;132.6400
22-Jul-2022;105.4200;174.1200;134.3200
21-Jul-2022;107.1400;174.3800;135.8800
20-Jul-2022;106.8600;175.1400;139.6200
19-Jul-2022;105.7800;175.7200;141.2200
18-Jul-2022;101.2000;173.6800;135.9600
15-Jul-2022;100.1000;173.0000;132.2400
14-Jul-2022;95.8600;169.9400;126.3000
13-Jul-2022;96.1100;175.9800;128.3400
12-Jul-2022;97.6300;179.3800;130.6200
11-Jul-2022;96.8000;178.2800;130.2800
08-Jul-2022;99.8400;180.2800;134.4600
07-Jul-2022;97.7100;178.4600;126.9600
06-Jul-2022;96.0500;175.5000;120.6400
05-Jul-2022;93.7400;175.2200;120.8000
04-Jul-2022;97.3200;183.0200;127.0000
01-Jul-2022;96.0000;182.0000;127.4800
30-Jun-2022;97.0900;182.1200;127.4200
29-Jun-2022;101.4000;183.7200;134.4600
28-Jun-2022;104.1400;183.1000;140.8200
27-Jun-2022;104.1400;181.0400;138.8800
24-Jun-2022;102.6200;181.2000;139.1800
23-Jun-2022;99.2600;179.0000;139.0600
22-Jun-2022;101.5400;183.8400;144.4000
21-Jun-2022;103.1400;185.1400;146.4800
20-Jun-2022;103.5400;186.1200;143.8000
17-Jun-2022;103.6200;183.4400;141.6600
16-Jun-2022;102.3000;183.5000;142.8000
15-Jun-2022;108.9800;186.5000;147.0600
14-Jun-2022;109.2200;182.0600;144.1600
13-Jun-2022;111.6000;182.0400;145.1800
10-Jun-2022;115.1000;182.5000;152.2800
09-Jun-2022;121.6800;189.3800;157.2000
08-Jun-2022;124.1600;191.5800;159.8000
07-Jun-2022;125.0000;196.1600;157.6600
06-Jun-2022;125.8400;198.3000;158.6000
03-Jun-2022;124.0200;195.1800;156.6800
02-Jun-2022;125.2400;194.7400;158.9600
01-Jun-2022;122.5800;193.9000;157.8000
31-Mai-2022;122.4400;195.0200;154.6800
30-Mai-2022;124.8200;199.6000;153.9600
27-Mai-2022;121.8600;200.2000;152.2400
26-Mai-2022;118.5200;198.8000;151.3400
25-Mai-2022;114.8200;197.4800;147.7800
24-Mai-2022;114.2000;197.8600;145.4400
23-Mai-2022;116.7000;199.3800;147.8200
20-Mai-2022;115.0800;195.5800;145.6800
19-Mai-2022;112.4600;194.8000;145.3200
18-Mai-2022;113.6200;200.8500;145.9800
17-Mai-2022;116.5000;202.2500;145.9200
16-Mai-2022;113.6000;198.8200;144.7400
13-Mai-2022;116.0800;200.4000;144.2000
12-Mai-2022;113.9000;198.3400;146.4400
11-Mai-2022;116.8000;205.1500;146.7000
10-Mai-2022;114.7200;193.7200;142.8000
09-Mai-2022;111.7000;191.6600;142.7200
06-Mai-2022;114.6400;195.7000;145.8600
05-Mai-2022;116.5800;199.7600;147.1800
04-Mai-2022;115.7800;213.5500;148.5200
03-Mai-2022;114.5600;217.0000;150.2000
02-Mai-2022;115.1200;215.0000;147.2200
29-Apr-2022;117.7800;216.2000;148.9400
28-Apr-2022;116.2600;214.3500;147.3400
27-Apr-2022;114.1000;212.2500;145.5000
26-Apr-2022;113.0200;213.3000;145.5000
25-Apr-2022;115.9800;212.6500;149.0200
22-Apr-2022;118.2400;219.2000;152.5400
21-Apr-2022;123.0000;222.4000;156.7400
20-Apr-2022;119.7600;220.3000;155.1000
19-Apr-2022;117.1200;218.0500;153.0000
14-Apr-2022;117.0000;219.1000;148.9800
13-Apr-2022;116.2800;217.5000;151.2000
12-Apr-2022;116.6400;219.2000;151.1000
11-Apr-2022;116.2000;219.3000;151.6800
08-Apr-2022;118.1000;216.9500;153.0400
07-Apr-2022;115.9600;213.3000;149.8000
06-Apr-2022;118.0000;214.7000;152.1600
05-Apr-2022;122.0000;216.1000;156.7400
04-Apr-2022;125.7200;216.8500;158.7600
01-Apr-2022;126.7000;218.0000;157.5800
31-Mrz-2022;125.6600;216.5500;157.0000
30-Mrz-2022;130.0200;216.3000;159.0600
29-Mrz-2022;134.4600;218.5500;159.4800
28-Mrz-2022;129.2000;214.7500;151.7400
25-Mrz-2022;128.3800;213.3000;151.1800
24-Mrz-2022;130.1200;212.6500;151.9800
23-Mrz-2022;131.0000;212.8500;152.6600
22-Mrz-2022;133.2000;215.0000;155.0000
21-Mrz-2022;133.0800;212.3500;153.7600
18-Mrz-2022;136.0400;211.9000;153.9200
17-Mrz-2022;134.5400;213.4500;155.4600
16-Mrz-2022;136.2400;215.8500;155.6400
15-Mrz-2022;128.3600;208.9000;151.0000
14-Mrz-2022;129.1600;209.3000;150.0000
11-Mrz-2022;127.2800;203.7500;143.7000
10-Mrz-2022;123.0800;198.1000;143.7800
09-Mrz-2022;127.7200;201.6000;150.3200
08-Mrz-2022;115.5000;187.9400;135.8400
07-Mrz-2022;113.7800;183.2200;136.7400
04-Mrz-2022;113.2200;188.5600;144.5000
03-Mrz-2022;121.6200;196.0600;155.3600
02-Mrz-2022;123.8000;197.3200;160.0000
01-Mrz-2022;120.4600;195.7200;164.4800
28-Feb-2022;126.6600;203.3000;178.0400
25-Feb-2022;129.7200;207.4500;185.3200
24-Feb-2022;124.1800;200.2000;176.1000
23-Feb-2022;131.5400;206.3500;187.0800
22-Feb-2022;132.0400;206.6000;188.7000
21-Feb-2022;133.5800;208.3500;174.9800
18-Feb-2022;136.3400;214.1000;180.1000
17-Feb-2022;139.5000;222.5000;184.0000
16-Feb-2022;142.5400;225.4000;186.0200
15-Feb-2022;143.4000;225.8500;188.2000
14-Feb-2022;139.5000;223.1000;182.7000
11-Feb-2022;141.4400;229.5500;188.6400
10-Feb-2022;144.6800;229.2500;187.2800
09-Feb-2022;138.1600;231.9500;187.2600
08-Feb-2022;136.6000;229.8500;176.4600
07-Feb-2022;135.6000;225.7500;175.9400
04-Feb-2022;132.8400;222.2500;176.1400
03-Feb-2022;136.8200;225.4500;181.7400
02-Feb-2022;140.5200;227.0500;184.4000
01-Feb-2022;140.9400;227.1500;185.3200
31-Jan-2022;139.8800;227.3500;183.3200
28-Jan-2022;138.3400;227.8000;183.6000
27-Jan-2022;140.5000;228.7000;186.2600
26-Jan-2022;141.2400;224.8000;183.0200
25-Jan-2022;138.5200;220.0500;178.2600
24-Jan-2022;137.4400;216.6000;176.5200
21-Jan-2022;144.5200;221.7000;187.6200
20-Jan-2022;146.9000;224.8000;190.7200
19-Jan-2022;144.3400;223.8000;191.7000
18-Jan-2022;142.6000;225.9500;190.5200
17-Jan-2022;146.0000;227.0500;192.5800
14-Jan-2022;145.8600;227.0000;193.1000
13-Jan-2022;151.5000;227.4000;190.0600
12-Jan-2022;152.2200;226.0500;188.3200
11-Jan-2022;150.3000;225.8000;188.3800
10-Jan-2022;147.8800;223.4000;187.7600
07-Jan-2022;152.1600;222.5500;187.7400
06-Jan-2022;154.1600;220.0000;189.1000
05-Jan-2022;157.9600;216.7500;191.0000
04-Jan-2022;155.4200;215.8500;186.9800
03-Jan-2022;153.7200;209.8500;180.8000
30-Dez-2021;152.6800;207.6500;177.4800
29-Dez-2021;151.7800;208.1000;177.2000
28-Dez-2021;152.8200;209.1500;179.3400
27-Dez-2021;150.8000;207.5500;178.4200
23-Dez-2021;150.2200;207.0000;176.9000
22-Dez-2021;147.6400;204.5000;175.3800
21-Dez-2021;146.5800;203.7500;174.0800
20-Dez-2021;144.6800;200.9500;172.3800
17-Dez-2021;147.9000;204.7000;176.0200
16-Dez-2021;150.0000;205.3500;182.6200
15-Dez-2021;148.5600;202.2000;179.3400
14-Dez-2021;147.3200;201.2000;181.6200
13-Dez-2021;150.5600;201.8000;182.3000
10-Dez-2021;151.0400;202.7500;180.3400
09-Dez-2021;151.0200;203.8500;182.4400
08-Dez-2021;151.6000;204.8500;184.3400
07-Dez-2021;153.1000;205.7000;185.0000
06-Dez-2021;149.3400;202.9500;170.3000
03-Dez-2021;146.5400;198.3800;165.3200
02-Dez-2021;147.8000;197.3000;166.5600
01-Dez-2021;148.0200;198.9600;167.7400
30-Nov-2021;141.2800;192.4400;161.6600
29-Nov-2021;144.5600;192.0800;164.5200
26-Nov-2021;145.2400;191.4400;163.9400
25-Nov-2021;153.5800;202.6500;172.3600
24-Nov-2021;151.9400;203.1000;172.3800
23-Nov-2021;153.3400;203.2500;177.3000
22-Nov-2021;155.9200;203.0500;179.2600
19-Nov-2021;155.2000;202.7500;180.6400
18-Nov-2021;154.8400;204.7500;185.3200
17-Nov-2021;154.7400;205.2500;187.0000
16-Nov-2021;153.6000;205.8000;188.5200
15-Nov-2021;150.0600;205.7500;188.3800
12-Nov-2021;148.4000;205.3000;188.0000
11-Nov-2021;151.1600;205.1500;185.7200
10-Nov-2021;146.9600;205.2500;185.6000
09-Nov-2021;145.7000;203.3000;185.7200
08-Nov-2021;146.1600;203.1500;187.5200
05-Nov-2021;145.5800;203.5000;192.8800
04-Nov-2021;145.9400;201.5500;187.8000
03-Nov-2021;144.1800;203.1000;185.6200
02-Nov-2021;145.0000;202.8500;193.4400
01-Nov-2021;140.7400;202.2000;194.6600
29-Okt-2021;140.2800;201.1500;193.8200
28-Okt-2021;139.8400;200.9500;194.7800
27-Okt-2021;140.7000;201.2000;203.9000
26-Okt-2021;141.3600;201.3000;206.1000
25-Okt-2021;139.0200;198.4600;205.2500
22-Okt-2021;139.5600;198.7600;196.1000
21-Okt-2021;138.5800;198.5800;191.8000
20-Okt-2021;142.1000;199.1200;186.8200
19-Okt-2021;140.6400;199.0800;190.0000
18-Okt-2021;139.8600;198.5400;192.3400
15-Okt-2021;141.2600;198.6000;198.6600
14-Okt-2021;141.0600;196.4000;196.0600
13-Okt-2021;136.8800;195.0800;193.4400
12-Okt-2021;136.1400;197.8000;188.2800
11-Okt-2021;136.3800;198.9400;190.8200
08-Okt-2021;137.6600;198.5800;190.0000
07-Okt-2021;137.7600;198.7000;190.5200
06-Okt-2021;135.1800;195.7800;186.6000
05-Okt-2021;137.8600;197.4000;191.8800
04-Okt-2021;135.8600;194.8400;190.8400
01-Okt-2021;137.7000;195.3000;193.6800
30-Sep-2021;141.9200;194.8400;193.6400
29-Sep-2021;143.4200;195.8800;196.0400
28-Sep-2021;143.1400;193.6400;190.0000
27-Sep-2021;147.2800;195.6600;191.3400
24-Sep-2021;147.9600;192.3400;189.3800
23-Sep-2021;150.2600;191.4800;189.3000
22-Sep-2021;149.6000;191.0200;187.1200
21-Sep-2021;146.0200;187.6200;183.2000
20-Sep-2021;141.9800;183.9200;181.0000
17-Sep-2021;149.5200;190.7800;189.7000
16-Sep-2021;149.7800;192.4000;193.4800
15-Sep-2021;146.7200;192.2600;196.5200
14-Sep-2021;147.8400;192.8400;197.0800
13-Sep-2021;146.5400;194.7400;196.6200
10-Sep-2021;146.0800;193.2600;195.4400
09-Sep-2021;143.3400;194.1800;196.4800
08-Sep-2021;140.9600;196.5800;194.0200
07-Sep-2021;146.0800;197.7000;200.4000
06-Sep-2021;146.8000;198.4400;202.1500
03-Sep-2021;142.5800;196.6800;201.9000
02-Sep-2021;141.7200;197.7200;202.7000
01-Sep-2021;139.2400;199.3000;201.0500
31-Aug-2021;140.8400;198.9800;201.3000
30-Aug-2021;141.4200;198.3200;201.0000
27-Aug-2021;140.6800;199.0000;200.7500
26-Aug-2021;139.0600;198.8800;200.0000
25-Aug-2021;138.9400;200.8500;199.7000
24-Aug-2021;140.1400;200.7500;198.7600
23-Aug-2021;139.5800;199.2600;194.5400
20-Aug-2021;138.5800;198.7200;192.8600
19-Aug-2021;138.7000;198.0200;194.8400
18-Aug-2021;142.5600;199.6800;198.5400
17-Aug-2021;142.6000;198.7000;200.3000
16-Aug-2021;141.7200;201.2000;203.0000
13-Aug-2021;142.1200;201.6500;207.8000
12-Aug-2021;142.6000;201.7000;208.6000
11-Aug-2021;141.6600;201.7000;205.2500
10-Aug-2021;139.2000;201.3000;205.4000
09-Aug-2021;138.6200;199.6000;205.3500
06-Aug-2021;140.3000;197.7200;206.8000
05-Aug-2021;141.3800;192.8800;205.8000
04-Aug-2021;137.8000;190.5000;204.2000
03-Aug-2021;134.8600;192.1400;205.1000
02-Aug-2021;135.1000;193.7000;205.7500
30-Jul-2021;131.5800;210.0000;205.5000
29-Jul-2021;133.1800;211.5000;207.0500
28-Jul-2021;133.2400;210.3000;203.8500
27-Jul-2021;133.2200;210.2000;202.5000
26-Jul-2021;134.4200;211.1500;206.9000
23-Jul-2021;134.5600;210.5000;208.6000
22-Jul-2021;134.0000;208.8500;208.8000
21-Jul-2021;130.3000;207.6000;210.1000
20-Jul-2021;127.0400;203.3500;203.7000
19-Jul-2021;126.0800;201.1000;201.7000
16-Jul-2021;129.4000;208.9500;207.6500
15-Jul-2021;130.2400;211.0000;210.3500
14-Jul-2021;133.5600;211.2000;215.0500
13-Jul-2021;134.7000;212.2000;215.2500
12-Jul-2021;133.5400;212.1000;218.1500
09-Jul-2021;132.8400;212.1000;212.3500
08-Jul-2021;131.0200;207.7500;200.5000
07-Jul-2021;133.9800;212.1000;206.2500
06-Jul-2021;132.2200;211.3000;203.0000
05-Jul-2021;133.7000;213.9500;211.2000
02-Jul-2021;133.8600;212.8500;211.3500
01-Jul-2021;134.1400;212.0500;211.0000
30-Jun-2021;133.6200;210.3000;211.2000
29-Jun-2021;134.6000;212.8000;216.1500
28-Jun-2021;134.2000;213.5000;213.4000
25-Jun-2021;136.9200;214.6500;215.9500
24-Jun-2021;135.2400;214.8500;218.8500
23-Jun-2021;136.8600;213.1500;217.9500
22-Jun-2021;136.7000;215.7000;223.4000
21-Jun-2021;136.5000;217.2000;226.6500
18-Jun-2021;133.7000;217.3000;218.4000
17-Jun-2021;137.4000;222.6500;224.1000
16-Jun-2021;136.7800;219.8000;223.6500
15-Jun-2021;138.6000;218.4000;225.1500
14-Jun-2021;135.7400;216.6500;230.1000
11-Jun-2021;136.7200;217.4000;233.3000
10-Jun-2021;135.1000;218.2000;230.0500
09-Jun-2021;136.0000;217.6000;231.0000
08-Jun-2021;135.9400;218.4000;233.5500
07-Jun-2021;136.0400;218.3000;238.8000
04-Jun-2021;136.0000;218.6500;240.0000
03-Jun-2021;135.7600;218.5000;240.9500
02-Jun-2021;136.3800;217.1500;240.4500
01-Jun-2021;135.0400;217.0000;235.4000
31-Mai-2021;132.6400;215.4500;228.4000
28-Mai-2021;134.9000;217.7500;226.1500
27-Mai-2021;130.0200;215.3500;225.3500
26-Mai-2021;134.7000;214.1000;221.0000
25-Mai-2021;135.3800;215.3500;219.6000
21-Mai-2021;135.8600;216.5000;215.9500
20-Mai-2021;134.8600;214.9500;215.5500
19-Mai-2021;133.6800;213.7500;211.5000
18-Mai-2021;139.0200;217.4000;214.7000
17-Mai-2021;141.4200;217.6500;212.6500
14-Mai-2021;144.4800;217.3000;210.8500
13-Mai-2021;140.3200;215.2000;205.6500
12-Mai-2021;139.2600;213.5000;205.6000
11-Mai-2021;139.7400;210.9000;208.8000
10-Mai-2021;143.8000;215.2000;211.9000
07-Mai-2021;144.2800;214.3500;210.7500
06-Mai-2021;140.1400;212.7000;212.4000
05-Mai-2021;140.0000;221.5000;218.0000
04-Mai-2021;136.1000;216.5000;210.4500
03-Mai-2021;140.8400;219.9000;220.7500
30-Apr-2021;138.8200;216.4000;216.7000
29-Apr-2021;139.4000;216.4500;217.2500
28-Apr-2021;141.3600;218.0500;224.0000
27-Apr-2021;142.1600;216.3500;226.4000
26-Apr-2021;142.4800;217.3000;227.4500
23-Apr-2021;142.9400;216.4000;229.5000
22-Apr-2021;142.4600;216.0500;231.0500
21-Apr-2021;141.2000;216.2000;228.4000
20-Apr-2021;140.2800;215.5500;234.0500
19-Apr-2021;143.8000;219.1000;240.1500
16-Apr-2021;145.9600;218.7500;245.0500
15-Apr-2021;140.0000;215.4500;238.2500
14-Apr-2021;138.7600;217.2500;234.1000
13-Apr-2021;139.4000;218.6000;232.4500
12-Apr-2021;139.2800;219.1500;235.5500
09-Apr-2021;140.4000;218.7500;237.1500
08-Apr-2021;140.4400;218.8000;238.9500
07-Apr-2021;140.0400;220.0000;240.5000
06-Apr-2021;141.2400;218.3500;246.5500
01-Apr-2021;140.8000;217.2000;241.1500
31-Mrz-2021;140.0000;217.0500;238.6000
30-Mrz-2021;141.0800;219.0500;240.5500
29-Mrz-2021;137.8400;214.6000;229.7500
26-Mrz-2021;137.3800;213.2500;228.0000
25-Mrz-2021;135.4600;212.3500;227.7000
24-Mrz-2021;135.5600;212.5500;218.8500
23-Mrz-2021;135.9800;211.4500;226.4000
22-Mrz-2021;135.7600;212.0000;237.6000
19-Mrz-2021;137.7600;214.7500;221.4500
18-Mrz-2021;140.9800;216.1500;223.0500
17-Mrz-2021;135.9800;210.1000;230.8000
16-Mrz-2021;135.4200;211.4500;207.8500
15-Mrz-2021;134.8000;213.3500;194.7800
12-Mrz-2021;135.3800;213.9000;190.2200
11-Mrz-2021;136.7000;213.8000;192.0400
10-Mrz-2021;135.3600;213.4500;196.0200
09-Mrz-2021;135.1000;213.3000;192.2200
08-Mrz-2021;134.5200;215.2500;195.7400
05-Mrz-2021;129.1200;207.6500;193.4800
04-Mrz-2021;131.5000;210.0000;189.1200
03-Mrz-2021;133.1200;208.4000;185.1800
02-Mrz-2021;129.8800;206.8000;176.8800
01-Mrz-2021;130.8800;203.0000;175.8200
26-Feb-2021;127.9800;199.8000;173.0200
25-Feb-2021;130.1800;202.0000;171.0800
24-Feb-2021;130.9200;200.4500;172.6200
23-Feb-2021;129.6200;198.2600;170.9000
22-Feb-2021;131.5000;194.9200;174.0000
19-Feb-2021;132.4800;195.3800;170.5400
18-Feb-2021;129.5600;194.8600;168.8600
17-Feb-2021;130.7800;197.8600;161.3800
16-Feb-2021;130.3600;198.9800;163.1800
15-Feb-2021;131.9200;199.0200;162.2200
12-Feb-2021;134.0200;195.5400;161.2000
11-Feb-2021;132.2800;196.5400;164.3600
10-Feb-2021;133.4000;196.3000;161.7000
09-Feb-2021;131.1800;194.8400;163.6800
08-Feb-2021;132.4200;195.5800;163.6800
05-Feb-2021;133.3000;195.7000;162.1400
04-Feb-2021;136.1600;195.9600;164.6400
03-Feb-2021;136.0000;193.1400;165.9000
02-Feb-2021;133.5800;192.7200;162.2200
01-Feb-2021;130.5400;188.2600;156.3200
29-Jan-2021;127.9400;186.5200;156.4400
28-Jan-2021;129.7200;190.9200;159.3800
27-Jan-2021;129.3400;190.3000;160.0200
26-Jan-2021;130.6600;193.0200;163.0000
25-Jan-2021;128.3600;190.4800;158.6400
22-Jan-2021;132.8000;195.2800;165.0800
21-Jan-2021;123.8000;198.2400;162.0400
20-Jan-2021;122.3600;200.2500;157.6200
19-Jan-2021;121.2200;201.0000;152.8000
18-Jan-2021;119.8400;201.1500;151.2000
15-Jan-2021;119.7800;202.1500;151.8800
14-Jan-2021;122.3400;203.2000;151.9800
13-Jan-2021;122.8200;201.1000;144.8000
12-Jan-2021;124.0400;203.1500;145.7600
11-Jan-2021;123.9800;203.3000;144.9000
08-Jan-2021;124.0000;205.7500;146.4600
07-Jan-2021;124.3000;205.1000;148.2000
06-Jan-2021;121.8800;206.8000;147.4600
05-Jan-2021;117.3800;196.5800;147.2400
04-Jan-2021;117.6200;198.6200;148.4800
30-Dez-2020;117.5200;200.7000;152.4200
29-Dez-2020;117.4000;201.9500;151.9000
28-Dez-2020;119.3000;202.6000;152.7600
23-Dez-2020;117.0000;199.8800;152.4600
22-Dez-2020;114.3400;195.2200;148.9000
21-Dez-2020;113.6600;193.6400;149.0000
18-Dez-2020;117.8200;199.9800;153.3800
17-Dez-2020;116.6000;200.8500;154.4400
16-Dez-2020;115.6600;198.6000;155.6000
15-Dez-2020;114.6800;193.8400;150.3200
14-Dez-2020;112.7000;191.9800;139.6800
11-Dez-2020;112.6800;191.1600;140.1000
10-Dez-2020;113.5200;197.1200;144.4000
09-Dez-2020;113.9000;197.2600;147.4400
08-Dez-2020;114.4000;195.2200;144.1200
07-Dez-2020;112.4200;196.7600;144.4400
04-Dez-2020;113.3000;198.5800;145.4200
03-Dez-2020;111.9200;198.5200;146.0800
02-Dez-2020;112.9200;199.1200;146.7800
01-Dez-2020;112.9400;199.9800;147.3600
30-Nov-2020;112.0000;197.6600;141.3400
27-Nov-2020;112.6800;198.1400;145.9200
26-Nov-2020;111.3600;199.0600;148.6000
25-Nov-2020;112.3600;199.2000;152.3400
24-Nov-2020;112.3800;199.4200;156.0000
23-Nov-2020;111.6800;196.6000;150.1000
20-Nov-2020;109.5800;195.4000;152.1400
19-Nov-2020;109.8000;194.8400;152.5200
18-Nov-2020;111.1200;198.8000;154.5400
17-Nov-2020;111.6000;198.0600;153.6800
16-Nov-2020;112.3000;194.5000;153.5400
13-Nov-2020;113.0400;190.9400;150.1800
12-Nov-2020;113.7200;188.1600;150.4600
11-Nov-2020;117.5200;190.4600;150.0000
10-Nov-2020;118.4000;192.5200;149.8200
09-Nov-2020;116.4800;186.0000;142.3200
06-Nov-2020;108.6400;168.0600;133.1600
05-Nov-2020;110.0800;166.9400;135.9200
04-Nov-2020;107.4600;164.1200;132.0800
03-Nov-2020;106.2800;161.6800;131.7400
02-Nov-2020;103.4000;155.0600;127.7800
30-Okt-2020;100.7000;151.0600;125.1000
29-Okt-2020;100.6400;150.4600;126.9400
28-Okt-2020;100.1000;151.9000;125.5200
27-Okt-2020;106.5200;156.6600;132.0000
26-Okt-2020;107.5200;160.5400;135.6400
23-Okt-2020;109.6600;163.4200;139.0600
22-Okt-2020;109.0200;161.3200;137.6000
21-Okt-2020;108.6800;161.9200;137.0800
20-Okt-2020;110.7400;163.6200;138.4200
19-Okt-2020;110.4600;164.4800;139.2800
16-Okt-2020;110.9600;163.7000;138.2800
15-Okt-2020;109.3400;162.2400;134.9200
14-Okt-2020;112.4000;167.0200;139.1800
13-Okt-2020;111.2400;166.5200;138.5000
12-Okt-2020;112.4400;169.8400;139.4000
09-Okt-2020;111.5600;168.1400;137.6600
08-Okt-2020;110.8400;167.6800;137.9800
